niche_breadth_scaling_coef,m_immigration,m_immigration_black_mats,nu,dispersal_kernel_slope,i_sim
4,0.09,0.09,1e-5,1e4,702
1,0.5,0.9,1e-6,100,703
4,0.001,0.9,1e-4,100,704
4,0.001,0.5,1e-6,100,705
20,0.01,0.005,0.001,10,706
1,0.9,0.1,0.1,1e5,707
1,0.01,0.5,1e-5,100,708
1,0.009,0.01,1e-5,1e3,709
20,0.01,0.05,0.001,1e6,710
20,0.001,0.009,1e-5,1e3,711
4,0.009,0.9,1e-4,10,712
20,0.09,0.9,0.001,1e6,713
1,0.9,0.005,0.1,1e4,714
1,0.009,0.9,1e-6,1e4,715
1,0.1,0.005,0.001,10,716
20,0.01,0.5,0.001,1e6,717
1,0.5,0.1,0.001,1e4,718
4,0.009,0.01,1e-4,1e4,719
20,0.9,0.1,1e-4,1e4,720
4,0.05,0.1,0.01,1e6,721
20,0.09,0.009,0.1,1e4,722
1,0.1,0.001,1e-6,1e6,723
4,0.001,0.05,1e-6,1e6,724
4,0.005,0.1,1e-5,1e6,725
4,0.01,0.5,1e-6,1e5,726
4,0.001,0.001,1e-5,100,727
20,0.05,0.01,1e-5,1e6,728
4,0.9,0.09,0.01,1e6,729
20,0.09,0.005,1e-4,1e6,730
20,0.001,0.9,0.001,1e3,731
4,0.001,0.9,1e-6,1e5,732
20,0.9,0.005,0.01,1e5,733
20,0.005,0.009,1e-4,1e5,734
4,0.009,0.5,0.001,1e5,735
20,0.005,0.05,0.01,1e3,736
20,0.09,0.009,0.1,1e4,737
4,0.5,0.05,0.001,10,738
20,0.01,0.01,1e-6,1e3,739
4,0.9,0.005,0.01,1e4,740
1,0.1,0.05,1e-4,1e3,741
20,0.9,0.5,1e-4,1e4,742
4,0.09,0.01,1e-6,1e5,743
20,0.1,0.001,1e-6,1e3,744
20,0.005,0.1,1e-6,1e4,745
1,0.01,0.009,0.001,100,746
1,0.09,0.5,1e-6,1e5,747
20,0.5,0.009,0.01,1e3,748
1,0.01,0.005,1e-5,1e3,749
4,0.9,0.01,1e-4,1e4,750
4,0.1,0.05,0.1,1e5,751
4,0.001,0.001,0.01,100,752
1,0.009,0.09,0.001,1e5,753
4,0.1,0.05,0.1,1e6,754
1,0.05,0.005,1e-4,1e5,755
20,0.1,0.1,1e-6,1e5,756
20,0.9,0.005,1e-5,1e6,757
1,0.05,0.09,0.1,10,758
1,0.01,0.05,1e-6,1e6,759
1,0.005,0.05,1e-4,10,760
4,0.009,0.09,0.001,1e4,761
20,0.5,0.09,0.1,1e3,762
4,0.09,0.009,0.1,1e4,763
20,0.01,0.09,0.01,1e3,764
20,0.05,0.001,0.01,1e5,765
1,0.1,0.01,1e-4,1e4,766
4,0.005,0.005,0.001,100,767
20,0.001,0.09,1e-4,1e5,768
20,0.009,0.001,0.001,1e4,769
1,0.9,0.001,0.001,1e5,770
20,0.9,0.05,1e-6,1e5,771
20,0.005,0.09,1e-4,100,772
4,0.9,0.9,1e-5,10,773
4,0.05,0.9,0.1,1e5,774
1,0.05,0.001,1e-5,100,775
20,0.009,0.001,0.1,1e3,776
4,0.009,0.009,0.01,10,777
4,0.9,0.009,1e-4,1e5,778
20,0.5,0.001,0.001,100,779
20,0.005,0.09,1e-5,1e5,780
1,0.05,0.09,1e-6,1e3,781
4,0.005,0.09,1e-4,1e3,782
20,0.01,0.009,0.001,10,783
20,0.009,0.09,0.01,10,784
4,0.5,0.009,1e-6,1e3,785
4,0.001,0.09,0.01,1e6,786
4,0.1,0.05,0.001,100,787
4,0.09,0.5,1e-6,1e5,788
4,0.05,0.05,1e-4,1e5,789
4,0.009,0.009,0.01,100,790
20,0.1,0.005,0.001,1e5,791
20,0.005,0.005,1e-6,10,792
20,0.05,0.9,0.001,100,793
1,0.5,0.1,1e-6,1e3,794
20,0.009,0.5,1e-5,100,795
1,0.01,0.009,0.001,1e4,796
1,0.9,0.05,0.01,1e6,797
20,0.001,0.1,0.1,1e4,798
20,0.001,0.9,0.001,1e6,799
4,0.001,0.001,0.01,1e6,800
4,0.05,0.001,0.1,100,801
1,0.5,0.005,0.01,1e6,802
1,0.009,0.01,0.1,1e5,803
4,0.9,0.005,0.01,100,804
4,0.009,0.9,0.001,1e5,805
20,0.09,0.1,0.01,1e6,806
4,0.05,0.001,1e-6,1e5,807
4,0.9,0.005,1e-5,1e5,808
20,0.005,0.001,1e-4,10,809
1,0.01,0.001,1e-5,10,810
20,0.1,0.01,0.1,100,811
1,0.09,0.09,0.001,1e5,812
20,0.005,0.09,1e-6,1e4,813
1,0.09,0.09,0.001,1e4,814
1,0.9,0.005,1e-6,1e6,815
1,0.05,0.009,0.1,1e4,816
4,0.009,0.01,0.1,10,817
4,0.005,0.01,1e-6,1e5,818
20,0.5,0.001,1e-4,100,819
20,0.001,0.05,1e-5,100,820
20,0.09,0.09,0.001,10,821
4,0.001,0.05,0.01,1e4,822
1,0.001,0.5,0.01,1e4,823
1,0.009,0.005,1e-4,10,824
20,0.9,0.01,1e-4,1e4,825
20,0.9,0.9,0.001,1e4,826
4,0.9,0.9,0.01,1e5,827
4,0.09,0.009,1e-6,1e5,828
1,0.01,0.009,0.1,1e6,829
4,0.001,0.1,0.1,10,830
1,0.5,0.09,1e-6,1e5,831
20,0.09,0.005,1e-5,1e4,832
4,0.1,0.005,0.001,1e3,833
20,0.001,0.5,0.01,100,834
20,0.5,0.05,0.1,1e6,835
1,0.001,0.09,0.001,1e3,836
20,0.001,0.05,1e-5,1e4,837
20,0.001,0.005,1e-4,1e3,838
4,0.001,0.005,0.1,1e4,839
1,0.1,0.09,1e-6,1e3,840
4,0.001,0.09,0.001,10,841
1,0.1,0.5,1e-4,100,842
4,0.5,0.5,1e-4,1e6,843
1,0.01,0.5,0.001,1e6,844
20,0.1,0.1,1e-6,1e3,845
20,0.5,0.1,1e-4,1e5,846
1,0.9,0.5,0.1,1e3,847
4,0.1,0.09,1e-6,1e6,848
4,0.005,0.01,0.1,1e6,849
4,0.005,0.1,1e-6,1e3,850
20,0.005,0.01,1e-4,10,851
1,0.9,0.05,1e-4,100,852
20,0.1,0.5,0.001,1e5,853
4,0.1,0.001,0.001,1e5,854
4,0.005,0.005,1e-6,1e5,855
1,0.009,0.009,1e-5,1e3,856
1,0.01,0.05,1e-5,1e5,857
4,0.05,0.009,0.001,1e4,858
1,0.01,0.009,1e-5,100,859
20,0.09,0.009,1e-5,1e4,860
1,0.5,0.5,1e-5,1e3,861
20,0.001,0.001,1e-4,1e3,862
1,0.005,0.009,1e-5,10,863
1,0.01,0.009,0.1,1e4,864
4,0.09,0.01,1e-5,1e6,865
20,0.5,0.1,0.001,1e5,866
20,0.5,0.005,1e-5,1e5,867
1,0.05,0.001,1e-5,10,868
1,0.09,0.05,1e-4,1e6,869
1,0.005,0.009,1e-4,1e6,870
20,0.9,0.5,1e-5,100,871
1,0.001,0.005,0.01,1e5,872
4,0.05,0.5,1e-6,100,873
20,0.05,0.009,1e-6,1e3,874
1,0.01,0.009,0.01,1e6,875
1,0.005,0.01,1e-5,1e5,876
20,0.09,0.9,0.001,1e4,877
1,0.05,0.05,0.1,1e4,878
20,0.005,0.1,0.01,1e6,879
20,0.005,0.9,1e-4,10,880
4,0.1,0.009,0.1,10,881
4,0.001,0.1,1e-5,1e5,882
1,0.9,0.5,0.01,1e4,883
1,0.9,0.009,0.001,1e4,884
1,0.9,0.01,1e-5,1e3,885
4,0.5,0.9,1e-5,1e6,886
1,0.005,0.5,1e-6,1e3,887
1,0.5,0.05,1e-6,10,888
20,0.005,0.5,1e-4,1e4,889
1,0.05,0.09,0.1,1e6,890
4,0.01,0.01,0.001,1e3,891
20,0.09,0.5,0.01,1e4,892
1,0.05,0.9,1e-5,1e6,893
20,0.09,0.01,0.01,10,894
1,0.09,0.1,1e-4,1e5,895
20,0.01,0.009,1e-4,1e3,896
4,0.001,0.1,0.001,1e4,897
4,0.5,0.005,1e-6,1e4,898
1,0.01,0.01,1e-4,1e3,899
1,0.9,0.9,0.001,1e5,900
1,0.5,0.005,1e-5,1e5,901
4,0.09,0.05,0.1,1e6,902
20,0.5,0.01,0.01,1e3,903
1,0.05,0.005,0.01,1e5,904
20,0.9,0.9,1e-6,1e6,905
20,0.005,0.005,0.01,1e3,906
1,0.1,0.005,1e-4,10,907
20,0.05,0.05,0.001,1e4,908
20,0.005,0.05,0.1,1e3,909
20,0.9,0.001,1e-4,1e3,910
20,0.05,0.5,1e-6,1e6,911
20,0.1,0.005,0.01,1e5,912
20,0.09,0.09,1e-6,10,913
1,0.001,0.005,0.1,1e4,914
4,0.1,0.5,0.001,1e3,915
1,0.01,0.01,1e-6,1e3,916
4,0.5,0.01,1e-4,10,917
20,0.5,0.001,0.01,1e4,918
20,0.1,0.005,0.1,1e4,919
20,0.09,0.001,1e-4,1e3,920
1,0.001,0.1,0.01,1e3,921
4,0.09,0.01,1e-5,1e5,922
1,0.5,0.01,1e-5,1e4,923
4,0.9,0.1,0.001,10,924
1,0.9,0.05,0.1,1e4,925
20,0.09,0.005,0.001,100,926
4,0.5,0.5,1e-6,10,927
4,0.001,0.005,1e-5,100,928
4,0.005,0.9,1e-4,100,929
20,0.005,0.09,0.001,1e6,930
20,0.009,0.009,1e-5,10,931
1,0.09,0.01,0.001,1e6,932
20,0.05,0.5,0.1,100,933
1,0.01,0.1,0.1,1e6,934
20,0.005,0.9,0.01,100,935
20,0.5,0.05,1e-5,1e5,936
20,0.001,0.5,0.01,1e4,937
4,0.1,0.005,1e-6,1e4,938
20,0.9,0.09,0.01,1e6,939
1,0.09,0.9,1e-4,10,940
20,0.009,0.5,1e-4,1e6,941
4,0.5,0.005,1e-4,10,942
1,0.1,0.009,0.001,1e5,943
4,0.1,0.009,0.01,1e4,944
20,0.1,0.5,0.001,1e4,945
1,0.005,0.001,1e-4,1e4,946
20,0.01,0.09,1e-6,1e5,947
20,0.005,0.001,0.01,1e3,948
4,0.05,0.05,0.001,1e3,949
4,0.05,0.5,0.01,10,950
1,0.001,0.009,1e-6,1e5,951
20,0.5,0.005,0.01,10,952
20,0.09,0.9,1e-4,100,953
20,0.01,0.9,0.001,1e5,954
4,0.9,0.05,0.1,10,955
4,0.009,0.1,0.1,1e4,956
4,0.01,0.005,0.1,1e3,957
1,0.009,0.5,0.001,1e6,958
20,0.09,0.005,0.1,10,959
20,0.01,0.01,0.1,100,960
20,0.005,0.005,0.001,1e4,961
20,0.001,0.01,1e-4,1e3,962
20,0.5,0.01,0.01,1e6,963
1,0.009,0.01,0.001,1e4,964
1,0.1,0.9,1e-5,1e3,965
20,0.09,0.1,0.001,100,966
1,0.005,0.9,0.1,1e6,967
4,0.1,0.001,0.01,10,968
20,0.09,0.1,1e-5,1e3,969
20,0.9,0.05,0.01,1e5,970
1,0.009,0.009,1e-6,1e4,971
4,0.9,0.1,0.001,1e3,972
4,0.5,0.001,1e-4,1e5,973
20,0.009,0.5,1e-6,1e4,974
4,0.005,0.9,1e-6,100,975
20,0.05,0.5,1e-6,1e3,976
20,0.05,0.1,0.1,1e5,977
20,0.09,0.001,0.001,10,978
1,0.1,0.1,1e-6,1e6,979
20,0.001,0.09,0.1,1e5,980
4,0.1,0.09,0.01,10,981
4,0.09,0.1,0.1,1e5,982
4,0.009,0.9,0.01,1e6,983
4,0.09,0.009,0.1,1e4,984
20,0.9,0.5,0.01,1e5,985
1,0.1,0.9,0.001,10,986
4,0.9,0.01,0.01,1e6,987
4,0.5,0.09,1e-6,10,988
4,0.9,0.1,1e-6,1e5,989
20,0.001,0.9,0.01,1e3,990
1,0.001,0.01,1e-4,1e4,991
4,0.09,0.001,0.001,1e4,992
20,0.01,0.001,0.01,100,993
1,0.001,0.5,0.01,1e3,994
4,0.01,0.1,0.001,1e4,995
20,0.009,0.05,0.1,1e5,996
20,0.005,0.005,0.001,1e5,997
1,0.01,0.5,0.01,1e5,998
4,0.001,0.1,0.001,1e5,999
1,0.09,0.01,0.01,100,1000
20,0.01,0.5,1e-6,100,1001
4,0.09,0.9,1e-4,1e6,1002
4,0.005,0.09,1e-4,100,1003
1,0.5,0.01,1e-6,100,1004
4,0.005,0.01,0.001,1e5,1005
1,0.5,0.01,1e-5,1e4,1006
4,0.05,0.001,0.1,1e3,1007
1,0.09,0.001,0.01,10,1008
20,0.005,0.009,1e-6,100,1009
20,0.01,0.9,1e-5,1e3,1010
1,0.001,0.005,0.1,1e3,1011
1,0.5,0.1,1e-4,10,1012
4,0.05,0.005,1e-4,1e5,1013
1,0.01,0.005,0.01,100,1014
20,0.01,0.001,0.001,1e6,1015
4,0.9,0.1,1e-5,1e3,1016
1,0.5,0.1,1e-5,1e4,1017
20,0.9,0.09,1e-4,1e4,1018
4,0.005,0.9,1e-6,1e5,1019
1,0.01,0.001,0.001,1e6,1020
1,0.009,0.5,0.01,10,1021
1,0.9,0.001,0.01,1e6,1022
20,0.5,0.5,0.001,1e6,1023
4,0.005,0.005,0.01,1e5,1024
20,0.001,0.5,0.1,100,1025
1,0.05,0.1,0.01,1e6,1026
1,0.5,0.001,1e-6,1e6,1027
4,0.9,0.09,1e-5,1e6,1028
20,0.1,0.5,0.01,1e6,1029
20,0.009,0.5,0.001,10,1030
4,0.05,0.9,1e-4,1e6,1031
4,0.5,0.001,0.1,100,1032
1,0.5,0.005,1e-5,1e5,1033
4,0.005,0.01,1e-4,1e3,1034
4,0.5,0.5,0.01,100,1035
1,0.001,0.05,1e-4,10,1036
1,0.05,0.1,1e-5,1e5,1037
4,0.5,0.5,1e-4,1e5,1038
4,0.1,0.05,1e-4,1e3,1039
4,0.001,0.09,1e-5,100,1040
1,0.01,0.1,0.1,1e4,1041
1,0.05,0.001,0.01,1e5,1042
4,0.005,0.009,0.01,1e4,1043
4,0.005,0.05,1e-5,1e3,1044
20,0.005,0.001,1e-4,1e5,1045
4,0.01,0.09,0.01,1e6,1046
4,0.5,0.09,1e-6,100,1047
1,0.1,0.09,1e-6,100,1048
20,0.5,0.1,0.001,1e5,1049
1,0.05,0.9,1e-6,1e6,1050
4,0.5,0.1,0.1,1e3,1051
4,0.001,0.5,1e-4,1e5,1052
20,0.005,0.001,1e-4,10,1053
20,0.001,0.005,0.001,1e4,1054
1,0.05,0.5,0.1,100,1055
1,0.01,0.1,0.1,1e4,1056
20,0.009,0.9,1e-6,100,1057
4,0.005,0.09,0.001,1e6,1058
1,0.09,0.1,1e-4,1e5,1059
1,0.01,0.05,0.001,1e5,1060
1,0.005,0.001,0.01,10,1061
20,0.1,0.009,1e-5,1e4,1062
1,0.5,0.5,1e-5,1e6,1063
20,0.009,0.005,0.1,100,1064
1,0.9,0.005,1e-6,1e3,1065
20,0.5,0.09,0.001,10,1066
20,0.1,0.09,1e-6,100,1067
4,0.5,0.009,1e-4,1e6,1068
20,0.005,0.5,1e-4,1e5,1069
1,0.1,0.1,0.01,1e3,1070
20,0.1,0.5,1e-6,1e6,1071
4,0.09,0.01,0.001,1e5,1072
1,0.01,0.05,0.01,1e6,1073
1,0.01,0.001,1e-6,1e3,1074
4,0.9,0.01,0.001,1e4,1075
4,0.9,0.005,1e-6,10,1076
20,0.01,0.09,0.01,1e6,1077
20,0.005,0.005,0.1,1e3,1078
20,0.001,0.5,0.01,1e3,1079
4,0.05,0.009,1e-4,10,1080
20,0.09,0.009,0.01,1e3,1081
1,0.09,0.001,1e-6,100,1082
4,0.1,0.5,0.1,10,1083
4,0.5,0.005,0.01,1e3,1084
1,0.09,0.01,1e-5,1e3,1085
1,0.9,0.009,1e-6,1e4,1086
4,0.005,0.09,0.001,100,1087
4,0.05,0.9,0.001,1e4,1088
4,0.001,0.001,0.1,100,1089
20,0.09,0.1,1e-4,1e4,1090
1,0.005,0.1,1e-5,100,1091
1,0.001,0.01,0.1,1e6,1092
20,0.009,0.9,1e-4,1e4,1093
20,0.9,0.1,0.1,10,1094
1,0.1,0.09,1e-6,1e3,1095
20,0.1,0.5,1e-5,1e3,1096
4,0.009,0.1,0.1,1e5,1097
4,0.1,0.1,1e-5,1e3,1098
20,0.001,0.1,1e-6,1e4,1099
20,0.9,0.05,0.01,1e4,1100
20,0.01,0.009,0.1,100,1101
20,0.09,0.01,0.01,1e3,1102
4,0.1,0.9,1e-5,1e3,1103
20,0.001,0.09,0.001,1e3,1104
20,0.09,0.05,1e-6,10,1105
20,0.05,0.1,1e-5,1e6,1106
20,0.9,0.05,0.001,100,1107
4,0.09,0.5,1e-6,1e6,1108
1,0.1,0.009,0.01,1e4,1109
4,0.001,0.1,0.01,1e5,1110
4,0.5,0.01,0.001,1e4,1111
20,0.005,0.5,0.001,1e6,1112
20,0.01,0.001,1e-6,1e5,1113
1,0.005,0.09,0.1,100,1114
1,0.09,0.05,0.01,10,1115
1,0.09,0.05,0.01,1e5,1116
4,0.9,0.09,1e-4,1e3,1117
4,0.05,0.5,0.1,1e3,1118
4,0.09,0.005,1e-5,10,1119
4,0.9,0.5,0.1,1e6,1120
4,0.5,0.09,0.01,1e6,1121
20,0.05,0.005,1e-5,1e3,1122
4,0.1,0.005,0.01,10,1123
4,0.01,0.01,0.001,1e6,1124
1,0.001,0.05,1e-4,1e4,1125
1,0.5,0.009,1e-4,10,1126
4,0.05,0.5,1e-4,1e3,1127
1,0.01,0.001,1e-4,100,1128
4,0.001,0.05,0.001,1e3,1129
1,0.5,0.5,1e-4,1e5,1130
1,0.1,0.005,0.1,1e4,1131
1,0.05,0.5,0.1,1e4,1132
1,0.001,0.1,1e-4,100,1133
1,0.9,0.05,0.001,10,1134
4,0.005,0.1,1e-5,1e5,1135
1,0.005,0.09,1e-6,1e4,1136
4,0.09,0.05,0.1,1e3,1137
4,0.09,0.01,0.001,1e6,1138
4,0.1,0.9,0.1,1e4,1139
1,0.005,0.5,1e-4,1e6,1140
1,0.009,0.01,0.1,10,1141
20,0.1,0.1,0.001,100,1142
4,0.009,0.9,1e-6,1e3,1143
1,0.005,0.09,1e-4,10,1144
1,0.009,0.009,0.1,100,1145
20,0.1,0.001,1e-4,10,1146
20,0.01,0.005,0.1,1e5,1147
4,0.9,0.005,1e-5,1e4,1148
20,0.1,0.09,1e-6,1e4,1149
4,0.009,0.009,0.001,1e4,1150
20,0.05,0.001,1e-4,1e3,1151
1,0.5,0.001,1e-5,100,1152
20,0.01,0.05,1e-5,1e3,1153
1,0.9,0.001,0.01,1e5,1154
4,0.009,0.005,0.01,1e3,1155
1,0.5,0.001,0.001,100,1156
4,0.1,0.01,1e-4,1e6,1157
4,0.9,0.9,1e-5,100,1158
20,0.5,0.5,1e-4,1e4,1159
1,0.1,0.9,0.01,1e3,1160
20,0.5,0.9,0.01,10,1161
1,0.009,0.1,1e-6,1e5,1162
4,0.005,0.01,1e-6,1e5,1163
1,0.001,0.01,1e-4,1e5,1164
20,0.05,0.05,1e-4,10,1165
1,0.5,0.01,0.1,10,1166
1,0.01,0.001,1e-4,1e3,1167
1,0.09,0.009,1e-6,1e3,1168
4,0.009,0.1,1e-4,1e6,1169
1,0.09,0.9,1e-5,10,1170
20,0.009,0.01,1e-5,1e3,1171
20,0.005,0.01,1e-5,1e5,1172
4,0.01,0.09,1e-5,10,1173
20,0.009,0.001,1e-6,1e4,1174
4,0.5,0.005,1e-4,1e5,1175
1,0.005,0.5,1e-5,10,1176
4,0.05,0.05,1e-6,1e3,1177
20,0.5,0.09,0.1,1e3,1178
20,0.9,0.5,0.001,1e6,1179
1,0.005,0.009,1e-4,100,1180
4,0.001,0.09,0.01,1e4,1181
20,0.09,0.9,1e-5,1e4,1182
4,0.001,0.001,0.1,10,1183
20,0.009,0.1,1e-4,1e3,1184
1,0.9,0.005,1e-6,100,1185
4,0.005,0.001,1e-5,1e5,1186
4,0.5,0.9,0.001,1e3,1187
20,0.01,0.009,1e-6,1e3,1188
1,0.005,0.1,1e-5,1e5,1189
4,0.1,0.005,0.01,1e6,1190
4,0.1,0.009,1e-4,1e5,1191
4,0.009,0.05,0.01,1e5,1192
20,0.01,0.01,0.001,1e5,1193
1,0.005,0.5,1e-6,1e4,1194
1,0.001,0.001,0.1,10,1195
20,0.001,0.05,1e-4,100,1196
4,0.05,0.1,1e-4,1e5,1197
20,0.1,0.005,1e-5,100,1198
4,0.9,0.009,1e-5,1e5,1199
1,0.1,0.001,0.001,1e3,1200
4,0.09,0.5,0.1,1e6,1201
4,0.009,0.05,1e-5,1e6,1202
4,0.009,0.5,0.1,1e6,1203
1,0.001,0.009,1e-4,1e5,1204
20,0.009,0.5,1e-6,1e3,1205
4,0.001,0.5,0.001,100,1206
4,0.05,0.05,0.01,1e5,1207
4,0.09,0.9,1e-4,1e6,1208
20,0.1,0.9,0.01,100,1209
1,0.001,0.01,0.01,100,1210
20,0.05,0.01,0.001,1e6,1211
1,0.5,0.01,1e-6,1e6,1212
20,0.001,0.09,1e-6,1e4,1213
1,0.9,0.9,0.001,1e4,1214
1,0.001,0.5,1e-5,1e5,1215
1,0.01,0.9,1e-6,1e4,1216
20,0.09,0.9,1e-4,10,1217
20,0.1,0.005,0.1,1e4,1218
4,0.005,0.09,1e-5,1e5,1219
4,0.05,0.5,0.01,1e6,1220
1,0.005,0.1,1e-6,1e4,1221
4,0.05,0.05,0.001,1e4,1222
4,0.01,0.5,0.01,1e5,1223
20,0.01,0.1,1e-6,1e5,1224
4,0.1,0.09,0.1,1e4,1225
20,0.001,0.01,1e-6,100,1226
20,0.9,0.1,1e-6,100,1227
4,0.01,0.009,1e-4,1e5,1228
1,0.009,0.01,0.01,1e6,1229
4,0.09,0.005,0.1,10,1230
4,0.9,0.1,1e-5,10,1231
4,0.009,0.5,1e-5,100,1232
20,0.1,0.5,1e-4,1e5,1233
4,0.05,0.1,0.001,1e3,1234
1,0.5,0.09,0.1,1e6,1235
20,0.9,0.005,0.1,1e6,1236
4,0.09,0.09,0.01,1e6,1237
20,0.9,0.9,0.001,1e4,1238
20,0.05,0.009,1e-5,10,1239
1,0.01,0.9,1e-6,1e4,1240
1,0.01,0.009,1e-6,10,1241
1,0.09,0.009,1e-5,10,1242
20,0.5,0.001,0.1,1e3,1243
1,0.01,0.005,0.001,1e4,1244
4,0.001,0.9,1e-4,1e3,1245
20,0.09,0.5,0.001,1e5,1246
4,0.9,0.01,0.001,1e5,1247
20,0.001,0.5,1e-6,1e4,1248
1,0.05,0.009,1e-6,100,1249
4,0.01,0.1,0.1,1e3,1250
4,0.009,0.009,1e-5,1e5,1251
20,0.001,0.05,0.01,1e3,1252
20,0.1,0.009,0.1,100,1253
1,0.09,0.009,0.001,100,1254
4,0.09,0.5,1e-5,1e3,1255
4,0.001,0.01,1e-4,1e3,1256
20,0.09,0.09,1e-4,1e6,1257
4,0.05,0.5,0.01,1e6,1258
1,0.001,0.009,1e-5,1e6,1259
20,0.05,0.09,1e-4,1e5,1260
1,0.09,0.9,1e-6,1e5,1261
20,0.1,0.5,1e-6,1e3,1262
20,0.5,0.01,1e-5,1e5,1263
20,0.9,0.09,0.01,10,1264
20,0.005,0.1,1e-6,10,1265
1,0.09,0.5,0.1,1e5,1266
1,0.5,0.5,1e-6,1e5,1267
4,0.01,0.05,0.001,100,1268
20,0.09,0.01,0.01,1e5,1269
4,0.09,0.001,0.001,1e5,1270
4,0.01,0.01,1e-5,1e5,1271
20,0.05,0.009,1e-6,1e3,1272
4,0.009,0.005,1e-4,10,1273
1,0.9,0.9,0.1,1e6,1274
20,0.9,0.9,0.001,1e3,1275
20,0.09,0.05,0.01,10,1276
1,0.01,0.005,0.01,100,1277
20,0.01,0.05,1e-6,1e5,1278
4,0.01,0.1,0.1,1e5,1279
20,0.9,0.5,0.1,10,1280
20,0.005,0.5,0.1,1e3,1281
20,0.1,0.009,1e-5,1e5,1282
1,0.05,0.05,0.001,10,1283
4,0.009,0.9,1e-4,10,1284
20,0.5,0.09,1e-4,1e6,1285
4,0.1,0.1,0.1,1e3,1286
4,0.09,0.01,0.1,100,1287
20,0.009,0.009,0.001,100,1288
20,0.001,0.05,1e-4,100,1289
1,0.05,0.9,0.001,100,1290
4,0.001,0.1,1e-4,1e5,1291
20,0.1,0.9,0.001,1e6,1292
1,0.01,0.009,0.1,1e6,1293
20,0.001,0.9,1e-5,1e5,1294
1,0.1,0.01,0.001,1e4,1295
20,0.009,0.009,1e-4,1e6,1296
1,0.5,0.09,0.01,1e5,1297
4,0.009,0.05,1e-5,1e3,1298
4,0.01,0.01,0.1,1e5,1299
4,0.01,0.01,1e-6,1e3,1300
1,0.1,0.09,0.1,100,1301
4,0.001,0.05,1e-5,1e6,1302
1,0.5,0.001,1e-4,1e4,1303
4,0.009,0.9,0.1,100,1304
20,0.09,0.05,1e-5,1e4,1305
20,0.01,0.001,1e-4,1e6,1306
4,0.1,0.1,0.1,1e3,1307
4,0.005,0.9,1e-4,1e6,1308
20,0.01,0.05,0.1,10,1309
20,0.01,0.01,1e-6,10,1310
20,0.005,0.001,0.01,1e4,1311
4,0.001,0.1,0.01,100,1312
4,0.5,0.001,1e-5,1e6,1313
20,0.009,0.01,0.01,100,1314
4,0.1,0.09,1e-6,1e5,1315
20,0.09,0.09,0.1,1e6,1316
4,0.1,0.009,0.1,100,1317
20,0.01,0.05,1e-6,10,1318
20,0.009,0.009,0.001,1e5,1319
20,0.9,0.01,1e-6,1e4,1320
20,0.009,0.5,0.001,10,1321
20,0.1,0.5,0.1,10,1322
1,0.01,0.09,1e-4,1e5,1323
1,0.9,0.1,1e-6,1e5,1324
4,0.09,0.9,1e-5,100,1325
4,0.9,0.9,0.1,10,1326
20,0.9,0.1,1e-6,1e5,1327
20,0.05,0.005,0.01,100,1328
4,0.01,0.9,1e-6,10,1329
1,0.01,0.005,1e-6,1e4,1330
4,0.001,0.009,0.001,1e5,1331
4,0.009,0.05,1e-5,1e6,1332
20,0.09,0.5,1e-4,1e3,1333
20,0.09,0.05,1e-4,1e3,1334
4,0.1,0.09,1e-6,1e5,1335
4,0.05,0.009,1e-5,10,1336
20,0.001,0.09,0.01,1e4,1337
20,0.1,0.5,0.001,1e4,1338
20,0.05,0.1,1e-5,1e6,1339
1,0.005,0.09,1e-6,1e5,1340
1,0.1,0.1,0.001,10,1341
4,0.1,0.001,0.001,1e3,1342
4,0.05,0.009,0.001,10,1343
4,0.1,0.001,1e-5,1e6,1344
20,0.001,0.5,0.01,1e3,1345
4,0.1,0.005,1e-5,1e3,1346
4,0.5,0.009,0.1,1e3,1347
1,0.09,0.1,1e-5,1e3,1348
1,0.05,0.1,0.001,100,1349
1,0.009,0.9,1e-5,1e3,1350
1,0.001,0.09,0.001,100,1351
20,0.5,0.009,0.1,1e5,1352
4,0.05,0.09,0.01,10,1353
1,0.009,0.09,0.001,100,1354
20,0.01,0.005,1e-5,10,1355
20,0.001,0.001,1e-5,10,1356
1,0.001,0.05,1e-4,100,1357
20,0.05,0.01,0.01,1e5,1358
4,0.9,0.005,1e-5,1e5,1359
1,0.1,0.01,0.001,1e6,1360
20,0.01,0.009,0.01,1e4,1361
20,0.9,0.005,1e-5,1e4,1362
20,0.5,0.5,0.01,10,1363
1,0.009,0.5,0.1,1e6,1364
20,0.005,0.01,0.001,1e6,1365
4,0.09,0.009,1e-4,100,1366
4,0.005,0.005,1e-4,1e5,1367
4,0.001,0.1,1e-5,1e5,1368
1,0.009,0.01,1e-5,1e4,1369
1,0.009,0.5,0.1,100,1370
1,0.05,0.009,1e-6,10,1371
4,0.009,0.1,1e-4,1e4,1372
20,0.01,0.001,0.01,1e4,1373
20,0.09,0.9,1e-6,100,1374
20,0.001,0.1,1e-6,1e6,1375
20,0.001,0.01,0.1,10,1376
1,0.005,0.005,1e-5,100,1377
1,0.005,0.001,1e-5,100,1378
4,0.1,0.009,0.1,100,1379
4,0.1,0.009,1e-6,1e5,1380
4,0.009,0.5,1e-4,1e4,1381
4,0.9,0.005,0.001,1e6,1382
